Speed_S,Speed_F,Distance,Relative_deirection,Collision
0.04832248,0.157052017,0.147718099,0.079675899,1
0.557545079,0.651406482,0.076789921,0.308038466,1
0.128003859,0.088678269,0.13112585,0.897920387,1
0.469753565,0.48624869,0.375674414,0.779149023,1
0.483434663,0.652251909,0.106697463,0.290950599,1
0.553025962,0.153582963,0.145936812,0.839665157,1
0.166742225,0.366268417,0.149333757,0.999092635,1
0.967047401,0.088202685,0.167623024,0.286066787,1
0.310233054,0.442586677,0.181988744,0.897920387,1
0.214399492,0.083446835,0.077786768,0.897920387,1
0.303667538,0.151633017,0.122345186,0.84727734,1
0.4979656,0.089629439,0.130193007,0.288507629,1
0.133983169,0.149900584,0.111200868,0.822412857,1
0.649015584,0.086775929,0.132680121,0.897920387,1
0.498008868,0.156618213,0.081795546,0.362986228,1
0.308591675,0.616930499,0.283034247,0.798691336,1
0.595553808,0.333074601,0.161285508,0.64271219,1
0.96685458,0.490349055,0.171109268,0.353023378,1
0.230783972,0.084635798,0.239978546,0.897920387,1
0.483434663,0.334676239,0.111066795,0.290950599,1
0.502490821,0.485565428,0.170848244,0.325485243,1
0.393840543,0.651406482,0.083142904,0.300013543,1
0.546290766,0.151416419,0.09335889,0.181532981,1
0.044509951,0.400829813,0.104626087,0.197859657,1
0.300795124,0.08582476,0.148175086,0.897920387,1
0.727317047,0.651487236,0.174993277,0.239332762,1
0.029151837,0.440446545,0.157810768,0.286066787,1
0.512370132,0.483515875,0.084169142,0.132301584,1
0.232550137,0.334676239,0.081099892,0.274121064,1
0.497890442,0.153582963,0.063663533,0.412048145,1
0.54607986,0.083446835,0.100750128,0.116707222,1
0.69488376,0.482149697,0.273444759,0.903695363,1
0.313515812,0.088678269,0.163277211,0.897920387,1
0.130817652,0.017453617,0.12736873,0.287083533,1
0.038571051,0.086775929,0.053967403,0.428648392,1
0.472565487,0.651766754,0.134853268,0.230730169,1
0.145878666,0.201105738,0.100595498,0.741731873,1
0.619605511,0.085349175,0.132279041,0.771348683,1
0.396247431,0.651497584,0.082981236,0.353925219,1
0.420132471,0.434739526,0.134655884,0.83461905,1
0.130465928,0.652699275,0.117365252,0.286676787,1
0.304488227,0.086300345,0.369650006,0.897920387,1
0.029151837,0.088202685,0.162313515,0.286066787,1
0.408727759,0.488982115,0.18935124,0.933308602,1
0.569449261,0.080593326,0.110838404,0.897920387,1
0.967047401,0.156184457,0.176626928,0.361063444,1
0.138203858,0.651580875,0.205693837,0.286270105,1
0.133983169,0.155317095,0.104273064,0.822396263,1
0.322543397,0.489760168,0.256447136,0.985058765,1
0.366864017,0.153582963,0.25131322,0.76651564,1
0.481558802,0.652048897,0.067683626,0.29319168,1
0.537342662,0.158570719,0.180076831,0.783376311,1
0.498008868,0.48624869,0.182782787,0.344268804,1
0.23361923,0.400407544,0.091735922,0.366201837,1
0.562100599,0.651551997,0.118686098,0.161790302,1
0.30818133,0.157052017,0.239673029,0.84133598,1
0.214399492,0.156835109,0.209816839,0.833188651,1
0.691025449,0.651457263,0.097094009,0.409404796,1
0.512489481,0.158353725,0.105792735,0.121862493,1
0.138203858,0.157485871,0.193018048,0.974632804,1
0.300795124,0.153582963,0.134378358,0.824068485,1
0.533793969,0.439733167,0.150010051,0.955710797,1
0.482496732,0.479873078,0.102303024,0.832614607,1
0.300795124,0.087727099,0.219311648,0.897920387,1
0.663491119,0.155750751,0.273391839,0.954417673,1
0.308591675,0.442586677,0.258642464,0.897920387,1
0.512328238,0.084635798,0.225583489,0.869621479,1
0.506142077,0.450433827,0.169837174,0.869494761,1
0.306129606,0.334657062,0.076264466,0.29156165,1
0.029091336,0.486931989,0.192300004,0.35209675,1
0.4979656,0.157268938,0.122421745,0.363602631,1
0.367409239,0.560573501,0.23432958,0.650033614,1
0.138203858,0.116072272,0.199964591,0.974649925,1
0.227735697,0.101162024,0.094378093,0.053672631,1
0.512099077,0.087727099,0.097714015,0.198230553,1
0.762021771,0.08582476,0.201562472,0.786439355,1
0.563968227,0.084635798,0.206153388,0.897920387,1
0.131169376,0.528682627,0.134136535,0.834348628,1
0.561767214,0.496502142,0.195724381,0.784178795,1
0.76163359,0.483515875,0.211900051,0.842431268,1
0.830236311,0.085349175,0.118472264,0.792318825,1
0.280189647,0.479417806,0.095904922,0.235956289,1
0.684856275,0.155750751,0.384052098,0.720791457,1
0.313515812,0.084635798,0.202048348,0.897920387,1
0.553213273,0.439733167,0.357567222,0.840972811,1
0.217828802,0.334716196,0.094131958,0.289728861,1
0.038604955,0.086775929,0.044919307,0.428833719,1
0.746872356,0.154016422,0.162387332,0.872177533,1
0.856087196,0.402360022,0.115154801,0.30017641,1
0.497877185,0.089153854,0.140295482,0.336144505,1
0.31761926,0.435096215,0.233211608,0.897920387,1
0.413333109,0.084398005,0.18595866,0.834254032,1
0.379850065,0.155317095,0.176538761,0.757187851,1
0.133983169,0.087727099,0.118128719,0.897920387,1
0.395153309,0.282779036,0.172514973,0.898887053,1
0.206795599,0.652676193,0.120755586,0.349440828,1
0.048298829,0.157052017,0.149808209,0.079744192,1
0.236613765,0.651497584,0.096734881,0.364342945,1
0.566459606,0.086775929,0.236615108,0.897920387,1
0.038571051,0.086775929,0.049440807,0.428648392,1
0.526749213,0.103478611,0.082195302,0.122640728,1
0.484151789,0.452963009,0.170219403,0.87011275,1
0.393949932,0.651457263,0.099562402,0.156457741,1
0.497955004,0.615910693,0.160794083,0.17706976,1
0.657285664,0.086775929,0.156872765,0.775786086,1
0.417499869,0.157268938,0.147093649,0.769880847,1
0.494645257,0.14925113,0.178192409,0.881726344,1
0.745410622,0.154016422,0.153618143,0.872241352,1
0.966926399,0.488982115,0.082156204,0.223169412,1
0.96699354,0.084398005,0.084908054,0.286778467,1
0.473586389,0.489893391,0.185739351,0.841218573,1
0.303667538,0.33462629,0.057040527,0.292580325,1
0.128003859,0.088678269,0.124226781,0.897920387,1
0.497124372,0.334632326,0.047770669,0.170732239,1
0.372317866,0.620808517,0.279448165,0.853323208,1
0.546502104,0.47873493,0.08430116,0.181252179,1
0.502571335,0.086775929,0.061083157,0.383044609,1
0.486246666,0.174770408,0.104259962,0.678193936,1
0.134686617,0.484199021,0.289922348,0.847356175,1
0.503425032,0.651447629,0.118959529,0.319839598,1
0.553657494,0.48624869,0.207450723,0.789678302,1
0.138203858,0.089629439,0.179283561,0.897920387,1
0.467603777,0.437593035,0.283052128,0.837049804,1
0.029091336,0.338931725,0.187167699,0.412405182,1
0.24260755,0.651580875,0.192852504,0.360835422,1
0.300795124,0.49467869,0.068325893,0.83335953,1
0.967001147,0.08392242,0.101080612,0.286676787,1
0.497987058,0.441873299,0.145714877,0.288100669,1
0.47968131,0.13837689,0.19130485,0.837637286,1
0.306950296,0.329185877,0.162256738,0.771291823,1
0.477807078,0.08582476,0.184321982,0.897920387,1
0.130465928,0.334825445,0.114474645,0.286676787,1
0.488124318,0.161392749,0.17240729,0.963501284,1
0.499552054,0.086775929,0.253925101,0.869358502,1
0.831037749,0.084635798,0.116456093,0.874897297,1
0.410373662,0.088202685,0.216813944,0.834093766,1
0.472179492,0.484199021,0.302880613,0.842171824,1
0.735720101,0.441873299,0.130232171,0.370234159,1
0.131169376,0.156618213,0.127215045,0.834336819,1
0.768627173,0.651497584,0.087511088,0.400201041,1
0.471242136,0.158353725,0.189078155,0.771395044,1
0.029091336,0.329009424,0.085714295,0.432710436,1
0.318439949,0.399231662,0.10547295,0.290136052,1
0.303667538,0.017908545,0.060988031,0.292580325,1
0.312695122,0.334669787,0.108012387,0.199902497,1
0.392418601,0.175888281,0.126332847,0.226540441,1
0.029055426,0.089153854,0.141530055,0.288711131,1
0.386751101,0.210760383,0.2597329,0.834869782,1
0.488124318,0.444869257,0.181120354,0.963513843,1
0.306129606,0.334657062,0.084917087,0.29156165,1
0.798387984,0.441873299,0.215688841,0.822338127,1
0.409387393,0.084635798,0.273682556,0.834040167,1
0.49689317,0.084635798,0.233785475,0.86930315,1
0.305308916,0.399399061,0.111247318,0.199778487,1
0.489842045,0.492627622,0.248233901,0.876307982,1
0.48062087,0.47873493,0.187153785,0.832701666,1
0.477338112,0.435096215,0.195801887,0.897920387,1
0.241108518,0.40201862,0.188906967,0.269456882,1
0.394715699,0.334650789,0.129689543,0.265336037,1
0.623775958,0.580010794,0.163995859,0.885922274,1
0.334627089,0.094860873,0.162871642,0.86545751,1
0.486248456,0.491716145,0.13401541,0.841279685,1
0.303667538,0.439733167,0.141211135,0.897920387,1
0.497873895,0.089629439,0.06714806,0.336076632,1
0.657456962,0.334676239,0.115478122,0.290950599,1
0.498008868,0.167042908,0.196244779,0.352078583,1
0.831479261,0.08582476,0.173110124,0.897920387,1
0.467328195,0.086300345,0.293396599,0.837036259,1
0.553546437,0.436879658,0.191231464,0.840987048,1
0.486594011,0.106030401,0.111357861,0.71445286,1
0.392906273,0.438306413,0.262575027,0.897920387,1
0.302846848,0.484882205,0.184293825,0.833059903,1
0.394168716,0.175990428,0.100236353,0.226638452,1
0.72057864,0.156184457,0.341086934,0.789328101,1
0.917545942,0.334650789,0.056225216,0.192748615,1
0.393785583,0.151416419,0.218077028,0.832800881,1
0.229344081,0.651563414,0.111210734,0.362462412,1
0.966145488,0.152066251,0.097190036,0.247328933,1
0.474055354,0.158353725,0.179315107,0.963740737,1
0.21935294,0.334657062,0.080223902,0.29156165,1
0.133983169,0.485565428,0.097422279,0.832961469,1
0.488124318,0.435096215,0.193415546,0.897920387,1
0.304488227,0.484199021,0.2264632,0.840915797,1
0.300795124,0.087251515,0.075222968,0.897920387,1
0.044509951,0.65148213,0.108561419,0.289932449,1
0.671393221,0.480783674,0.211021695,0.899332384,1
0.153987734,0.157485871,0.169728881,0.784531028,1
0.638565081,0.52293515,0.188646584,0.767594496,1
0.029091336,0.154666702,0.094898234,0.362887371,1
0.482496732,0.080593326,0.119379793,0.897920387,1
0.307770985,0.441159922,0.072978901,0.897920387,1
0.303667538,0.485565428,0.111969037,0.847266058,1
0.497955004,0.088202685,0.154139617,0.288711131,1
0.263916267,0.442586677,0.063219082,0.345834595,1
0.546441677,0.326189853,0.086835927,0.242794519,1
0.545108983,0.606746185,0.230195169,0.728571044,1
0.128003859,0.19825705,0.14213826,0.824084362,1
0.966143383,0.155750751,0.124995014,0.387625622,1
0.65640179,0.48624869,0.311696992,0.848243742,1
0.564879139,0.158787725,0.138289391,0.904703913,1
0.551991748,0.087727099,0.367093319,0.840920552,1
0.234367715,0.334650789,0.125549002,0.275778622,1
0.490938111,0.493767063,0.255710245,0.852634412,1
0.417280519,0.487615326,0.222183215,0.769887361,1
0.302846848,0.086775929,0.142865627,0.897920387,1
0.253540674,0.152499535,0.219551283,0.914712139,1
0.502635642,0.439733167,0.100992355,0.242944009,1
0.479405415,0.442373168,0.200856247,0.786410659,1
0.966146193,0.152716196,0.092522325,0.24737113,1
0.498008868,0.089629439,0.097582918,0.287693768,1
0.621087554,0.651447629,0.131542764,0.164967874,1
0.399421151,0.651447629,0.115038943,0.226930732,1
0.397302824,0.488982115,0.173942441,0.842217289,1
0.646377653,0.084635798,0.094952834,0.897920387,1
0.638229884,0.106030401,0.168203973,0.815621001,1
0.857527807,0.334716196,0.119181124,0.393168594,1
0.582341717,0.156618213,0.145295156,0.889022874,1
0.586310684,0.338220249,0.304630727,0.903906526,1
0.336987546,0.652066462,0.150164873,0.191147701,1
0.136796962,0.652745973,0.201748118,0.286270105,1
0.300795124,0.156184457,0.196094909,0.833219231,1
0.403472026,0.160090019,0.135190003,0.907095192,1
0.499378644,0.438306413,0.244412076,0.869354898,1
0.49422496,0.334663395,0.10563233,0.195347914,1
0.497872254,0.089629439,0.071729738,0.336042694,1
0.393731155,0.33743999,0.119866648,0.133733972,1
0.559655974,0.161827089,0.155282064,0.906752432,1
0.21935294,0.651442879,0.094597146,0.156630573,1
0.494368986,0.608984098,0.170111141,0.830830784,1
0.502630562,0.087727099,0.104843584,0.242976876,1
0.214399492,0.364815435,0.127210296,0.758361822,1
0.725141677,0.150333617,0.246676859,0.717898801,1
0.764005229,0.613668189,0.295357448,0.893267818,1
0.300795124,0.08582476,0.107883201,0.897920387,1
0.387061065,0.429448256,0.393486248,0.774770024,1
0.726530771,0.092482948,0.35135564,0.847498211,1
0.138203858,0.488982115,0.162727565,0.833268099,1
0.563323083,0.651447629,0.120376299,0.234839083,1
0.56232286,0.094860873,0.178540009,0.841359403,1
0.329849112,0.441159922,0.091197185,0.865328303,1
0.482496732,0.433550564,0.272652747,0.897920387,1
0.217828802,0.334716196,0.098755968,0.197736077,1
0.308591675,0.438306413,0.307227658,0.897920387,1
0.735907325,0.089629439,0.150139839,0.371516825,1
0.308591675,0.334663395,0.112950489,0.291357953,1
0.406095927,0.381740267,0.101222339,0.290339668,1
0.16308096,0.652413082,0.094085866,0.3271876,1
0.667703336,0.435096215,0.214782105,0.872467799,1
0.544810726,0.157485871,0.094151992,0.687846483,1
0.493381407,0.383199037,0.094241918,0.530561238,1
0.344530584,0.089629439,0.155778043,0.865722038,1
0.572884616,0.434026149,0.207081847,0.841800822,1
0.497955004,0.615910693,0.159457759,0.177123256,1
0.502765034,0.436166281,0.05361073,0.384293262,1
0.4979656,0.442586677,0.135406215,0.288507629,1
0.498008868,0.157485871,0.10811874,0.352285074,0
0.688446727,0.607966679,0.593176749,0.654966822,0
0.543876773,0.158353725,0.205175931,0.184695678,0
0.247214136,0.0181282,0.375866861,0.362319612,0
0.682282802,0.017890713,0.588720917,0.541039601,0
0.130465928,0.344281021,0.450967569,0.788260261,0
0.847190151,0.334569202,0.713928366,0.398865401,0
0.786857507,0.114735557,0.441368346,0.088786866,0
0.305308916,0.189503072,0.662017901,0.842007536,0
0.599492434,0.017831105,0.725191703,0.227011505,0
0.77207657,0.097407845,0.69044336,0.218378876,0
0.263675373,0.156618213,0.562980011,0.348293299,0
0.381925333,0.231671035,0.636643236,0.89489819,0
0.497903336,0.441159922,0.472699843,0.289728861,0
0.029911273,0.088202685,0.276595415,0.355700162,0
0.497883284,0.160958457,0.631624438,0.224125434,0
0.696498337,0.094477974,0.807357093,0.173562691,0
0.966799234,0.616522541,0.090129849,0.144802877,0
0.409387393,0.449007073,0.847506323,0.834040167,0
0.399061444,0.334569202,0.398351263,0.206386358,0
0.483434663,0.082971251,0.471911018,0.897920387,0
0.902560328,0.331305397,0.460955865,0.673907529,0
0.506476011,0.33460854,0.425124305,0.352212926,0
0.383727951,0.090580609,0.362472883,0.832611494,0
0.36773639,0.176224016,0.572563173,0.227161512,0
0.269009607,0.389470668,0.626708278,0.282972744,0
0.029055426,0.155750751,0.366902433,0.352615202,0
0.029014268,0.087727099,0.144736769,0.289932449,0
0.51121854,0.442586677,0.433691699,0.20151699,0
0.03501647,0.086775929,0.458341797,0.219701771,0
0.3566259,0.334508543,0.549152115,0.328947122,0
0.653236273,0.150983261,0.812909941,0.820421291,0
0.31679857,0.334702639,0.241901937,0.290136052,0
0.498019904,0.446966617,0.155782944,0.312966805,0
0.034206472,0.089629439,0.572720599,0.225622157,0
0.652181101,0.086300345,0.591203082,0.897920387,0
0.40029686,0.334650789,0.206876057,0.35614412,0
0.235437152,0.20351754,0.274853068,0.896203156,0
0.312695122,0.651376975,0.452535503,0.29461859,0
0.530357155,0.089153854,0.38280304,0.955862686,0
0.223163284,0.018218749,0.231750719,0.286473438,0
0.507305731,0.093434118,0.599239062,0.838937333,0
0.390854372,0.651433512,0.479848186,0.398074613,0
0.640245124,0.017453617,0.211843969,0.417083544,0
0.063471072,0.087727099,0.511307794,0.110947096,0
0.967118758,0.451147205,0.652538061,0.285152063,0
0.135390066,0.652722535,0.346820973,0.286473438,0
0.847865206,0.090580609,0.160157074,0.694472346,0
0.966897321,0.159221775,0.478150329,0.361353943,0
0.302026158,0.405641815,0.191103296,0.202637263,0
0.412456136,0.264644072,0.584542568,0.728535734,0
0.766765382,0.151849628,0.844326901,0.931513094,0
0.226211559,0.090580609,0.748561654,0.897920387,0
0.536455393,0.437593035,0.620999834,0.840247027,0
0.131872825,0.444013431,0.672419804,0.897920387,0
0.553768551,0.445440186,0.363264495,0.840996535,0
0.60261301,0.017899585,0.668142717,0.347698886,0
0.563545366,0.017908545,0.593677524,0.365334489,0
0.897862956,0.651372939,0.523978588,0.194402416,0
0.306129606,0.158136743,0.233681404,0.833255889,0
0.744981393,0.092958533,0.610501199,0.784852164,0
0.501228381,0.154016422,0.576022169,0.813862289,0
0.131872825,0.651433512,0.147905553,0.291969082,0
0.132576273,0.156184457,0.337588934,0.832850376,0
0.049464641,0.334825445,0.582490093,0.19356744,0
0.263408922,0.491716145,0.655594289,0.340248847,0
0.813417963,0.093434118,0.652080013,0.790935068,0
0.319260639,0.084635798,0.383927628,0.897920387,0
0.744788223,0.553382735,0.543118617,0.829399939,0
0.939379833,0.092482948,0.724224929,0.853669898,0
0.717547175,0.445440186,0.309382696,0.84719826,0
0.396924438,0.334602742,0.678742822,0.398842379,0
0.313515812,0.088202685,0.263985539,0.897920387,0
0.498159193,0.182403225,0.568610639,0.348281614,0
0.782653978,0.444013431,0.438648446,0.788294713,0
0.132576273,0.491032581,0.750819516,0.840537605,0
0.502666179,0.664570321,0.339338134,0.340082879,0
0.797009794,0.334841021,0.51402314,0.068255539,0
0.4979656,0.489665566,0.187629705,0.223714648,0
0.030023728,0.109925189,0.679417241,0.475790724,0
0.490071373,0.089629439,0.29041323,0.752667493,0
0.26338927,0.090580609,0.602644177,0.29156165,0
0.047502865,0.439733167,0.263614565,0.158080764,0
0.911949176,0.686031755,0.274270629,0.404284567,0
0.263470623,0.089153854,0.534074311,0.289525286,0
0.303667538,0.084635798,0.535568574,0.897920387,0
0.553546437,0.334558498,0.442867648,0.238093041,0
0.19600718,0.090105024,0.708607234,0.976195499,0
0.511136845,0.089629439,0.41683074,0.201827969,0
0.67011903,0.488298701,0.753878904,0.841984643,0
0.497868475,0.159655872,0.381266288,0.225141928,0
0.399061444,0.652194405,0.229333851,0.362142413,0
0.028968915,0.492399747,0.554097907,0.35428682,0
0.252467905,0.151849628,0.229231623,0.906814195,0
0.138203858,0.651357237,0.548810336,0.230323287,0
0.309002019,0.088678269,0.548472055,0.897920387,0
0.498171371,0.438306413,0.473006084,0.28484723,0
0.028988001,0.437593035,0.286734272,0.290746942,0
0.437840751,0.097189249,0.69250146,0.138967652,0
0.034276695,0.157919773,0.602146555,0.167168147,0
0.409716137,0.492399747,0.67610707,0.900691379,0
0.483434663,0.150550152,0.544364219,0.832005039,0
0.484041385,0.162695914,0.274105978,0.7750331,0
0.396863169,0.182948953,0.712320584,0.82339551,0
0.475931216,0.160090019,0.428286274,0.835239344,0
0.752910521,0.374086919,0.253963959,0.272757732,0
0.399061444,0.651930927,0.393651445,0.29461859,0
0.498008868,0.158353725,0.397735719,0.351247821,0
0.734887396,0.091056194,0.436980516,0.364116155,0
0.722375304,0.101050587,0.44755831,0.116326171,0
0.029020981,0.109113814,0.67133162,0.13555808,0
0.5864604,0.437593035,0.554192935,0.842357765,0
0.47968294,0.521144042,0.422367801,0.835026216,0
0.12976248,0.018207119,0.594252607,0.286676787,0
0.356838472,0.150983261,0.7048577,0.753793245,0
