358,878
366,874
372,876
380,874
388,874
396,870
402,870
410,870
418,868
426,868
434,866
440,864
448,862
456,860
462,860
470,858
476,856
484,854
492,854
498,852
508,852
514,850
522,848
530,848
538,846
546,846
554,846
562,846
570,844
578,842
586,840
594,840
602,840
610,838
618,838
626,838
634,836
642,836
650,834
658,834
666,832
674,830
682,830
690,830
700,830
708,828
716,828
724,828
734,828
742,828
752,828
760,828
768,828
776,828
786,828
794,828
802,828
812,828
820,828
828,828
838,828
846,827
854,827
864,827
872,826
880,826
888,826
898,825
906,825
914,824
922,822
930,822
940,822
948,822
956,820
964,820
972,820
982,820
990,819
998,819
1006,818
1014,818
1022,818
