1182,268
1182,268
1182,268
1181,270
1180,270
1180,270
1178,270
1178,270
1178,272
1178,272
1178,274
1178,276
1178,278
1178,280
1178,280
1180,282
1181,282
1180,284
1180,286
1182,286
1182,288
1183,288
1182,288
1183,288
1183,290
1182,292
1182,294
1182,296
1182,298
1182,300
1181,300
1181,302
1181,302
1180,304
1180,306
1180,306
1180,306
1179,306
1179,308
1180,310
1180,310
1180,312
1180,314
1180,316
1180,318
1181,320
1181,322
1181,324
1182,326
1180,328
1182,328
1182,328
1182,328
1182,330
1182,330
1182,332
1182,334
1182,336
1183,338
1182,342
1182,343
1182,342
1182,344
1182,346
1182,346
1182,348
1182,348
1182,350
1182,350
1182,352
1183,354
1184,358
1184,360
1186,362
1186,366
1186,366
1188,370
1188,372
1189,372
1190,374
1190,376
1190,376
1190,376
1191,378
1190,380
1190,380
1189,382
1189,384
1189,388
1189,390
1190,392
1189,394
1189,396
1190,398
1190,400
1190,400
1190,400
1190,400
1192,402
1192,404
1194,406
1194,410
1194,412
1194,414
1194,416
1196,418
1196,420
1198,422
1198,424
1198,426
1199,428
1200,430
1200,430
1200,430
1200,434
1200,436
1200,438
1200,440
1200,444
1200,446
1200,448
1200,450
1200,452
1200,454
1200,456
1200,456
1202,456
1204,460
1204,460
1205,462
1205,464
1205,468
1206,470
1206,474
1206,476
1206,480
1207,482
1208,484
1208,486
1210,488
1211,488
1212,488
1212,490
1212,494
1212,496
1212,496
1212,498
1212,502
1211,504
1211,508
1210,510
1210,514
1211,516
1211,518
1210,520
1211,520
1210,522
1210,522
1210,524
1210,526
1210,528
1210,530
1208,532
1208,534
1208,538
1208,542
1209,546
1209,548
1209,552
1209,554
1209,554
1210,556
1210,558
1210,560
1210,560
1209,562
1208,564
1206,568
1208,570
1208,572
1208,574
1207,576
1207,580
1206,582
1206,584
1206,587
1204,590
1204,591
1204,593
