1229,400
1229,402
1231,404
1230,407
1229,409
1229,412
1218,414
1220,418
1220,420
1220,422
1218,425
1216,428
1216,430
1216,434
1216,436
1216,439
1216,442
1214,445
1214,448
1214,452
1214,454
1214,457
1214,460
1214,464
1212,466
1212,470
1212,472
1212,476
1212,478
1212,482
1212,486
1212,488
1212,491
1212,494
1212,498
1212,502
1212,504
1212,508
1212,512
1212,515
1216,518
1214,522
1214,526
1214,530
1214,534
1214,538
1214,542
1214,546
1214,550
1214,554
1213,560
1214,564
1214,568
1208,572
1214,576
1214,580
1210,584
1214,588
1214,594
1214,598
1212,602
1212,608
1208,612
1210,618
1208,622
1210,628
1210,632
1210,638
1214,644
1214,647
