230,700
234,700
238,700
242,702
248,696
252,694
254,694
258,694
262,694
268,694
270,694
274,696
278,696
282,696
286,696
290,696
294,696
298,698
302,698
306,698
310,698
314,696
319,696
323,696
326,696
330,696
334,696
338,696
342,698
348,698
352,698
356,698
360,698
366,700
370,698
376,696
378,694
382,694
386,694
390,692
394,692
398,694
402,694
408,694
412,694
416,696
420,696
424,696
430,696
434,696
438,696
442,696
446,696
450,696
454,694
458,696
462,696
466,696
472,696
476,696
480,698
484,698
490,696
496,698
500,696
504,696
508,694
514,694
518,692
524,692
526,690
