398,814
406,813
414,814
422,814
428,814
438,814
444,814
452,814
458,812
468,814
474,814
482,812
490,812
498,812
506,812
514,812
522,812
530,812
540,811
548,811
556,812
566,812
574,810
582,810
592,810
602,809
610,808
620,808
630,806
638,806
648,806
658,804
666,802
676,802
686,801
694,800
704,800
712,800
722,798
730,799
740,800
750,800
758,799
768,798
776,798
786,798
794,797
804,796
814,796
822,795
832,794
840,794
848,794
858,793
866,793
874,792
884,792
894,792
902,792
912,792
920,792
930,791
938,791
948,790
958,790
966,789
976,788
986,788
996,788
1006,787
1016,786
1026,786
1036,785
1046,784
1056,784
1066,784
1076,784
1086,784
1096,784
1104,784
