1404,784
1396,784
1392,782
1390,784
1386,786
1382,786
1376,786
1372,786
1368,788
1362,789
1358,790
1352,790
1346,790
1340,792
1334,792
1330,794
1324,796
1318,796
1312,798
1306,798
1298,800
1292,800
1286,800
1278,802
1272,802
1264,802
1258,802
1250,802
1244,802
1238,802
1230,804
1222,804
1216,804
1208,804
1200,804
1194,804
1186,804
1179,804
1172,805
1164,804
1157,805
1149,804
1142,804
1134,804
1126,804
1118,805
1110,806
1102,806
1094,808
1086,808
1078,809
1071,810
1064,812
1056,812
1048,813
1039,814
1032,816
1024,816
1016,818
1008,820
1000,820
990,822
