408,800
412,800
418,802
422,802
428,802
434,800
438,800
444,800
450,802
456,802
460,800
466,800
470,800
478,798
482,798
486,798
492,798
498,796
504,796
510,794
516,794
522,792
526,792
532,792
538,790
544,790
550,790
556,790
562,789
567,789
572,788
578,788
584,788
590,788
596,788
602,788
608,788
614,788
620,787
628,786
634,786
640,786
646,785
652,784
660,784
666,784
674,784
680,782
688,782
696,784
704,784
712,784
720,782
726,782
734,782
742,782
750,782
758,782
764,782
772,780
780,781
788,782
796,782
804,782
810,782
818,782
826,780
834,780
840,780
848,778
856,778
864,778
870,778
878,778
886,777
894,776
902,776
910,774
918,774
926,774
934,774
942,774
950,774
958,774
966,773
974,772
982,772
990,772
998,771
1006,770
1012,770
