1424,753
1418,754
1414,754
1408,756
1404,756
1400,758
1392,758
1390,758
1384,759
1378,760
1374,760
1370,760
1365,760
1360,763
1356,764
1350,766
1345,766
1340,768
1335,770
1330,770
1324,772
1320,773
1314,774
1308,774
1302,776
1296,778
1290,778
1282,778
1276,779
1269,780
1262,782
1255,782
1248,782
1240,783
1233,783
1226,784
1218,784
1212,785
1205,784
1198,784
1192,784
1184,784
1178,784
1170,784
1164,784
1156,784
1150,782
1142,784
1134,784
1128,784
1120,784
1114,784
1106,783
1098,783
1090,783
1084,783
1076,782
1068,782
1062,782
1054,782
1046,782
1038,782
1032,782
1024,782
1018,782
1010,782
1002,782
996,782
988,782
