Speed_S,Speed_F,Distance,Relative_Direction,Collision
0.553470024,0.53861852,0.496442755,0.780513113,0
0.587704601,0.435433295,0.72261839,0.745305473,0
0.405175811,0.389798343,0.862042953,0.730020892,0
0.438612337,0.570964776,0.531630014,0.723691624,0
0.530063047,0.28731608,0.222339811,0.651469771,0
0.448302828,0.535749322,0.553451813,0.671559338,0
0.469669594,0.358334534,0.740644451,0.684182137,0
0.52793216,0.483386401,0.712054919,0.721984612,0
0.609087852,0.551405338,0.560428057,0.754685545,0
0.405865303,0.57995188,0.80008597,0.664800814,0
0.663511456,0.555644085,0.16694691,0.790985012,0
0.721172751,0.490071322,0.329237165,0.755819489,0
0.451421673,0.47736494,0.636692221,0.71862534,0
0.502688382,0.398296087,0.846919294,0.643624586,0
0.349625241,0.421266663,0.840904423,0.662976862,0
0.443985206,0.520180184,0.63295122,0.717595831,0
0.463224713,0.593092022,0.809904302,0.722572839,0
0.650034399,0.416285458,0.495271076,0.726275064,0
0.544011991,0.394482103,0.789878012,0.754083335,0
0.511372925,0.367118768,0.452874225,0.721402707,0
0.654953011,0.54457248,0.273292342,0.657321551,0
0.611631837,0.354666238,0.136865979,0.862244445,0
0.635286608,0.425314977,0.490239692,0.722799709,0
0.528812168,0.401972271,0.760485524,0.824595362,0
0.424832649,0.49694125,0.695780145,0.716716892,0
0.311990707,0.257776114,0.907799523,0.592457872,0
0.647828047,0.563956529,0.24491845,0.6905048,0
0.431594517,0.42140574,0.79500309,0.75589292,0
0.474766389,0.400862284,0.802020564,0.714689527,0
0.544966058,0.409249827,0.26827383,0.704380392,0
0.66921051,0.735483454,0.049667687,0.751597678,1
0.609171588,0.316908947,0.132768509,0.644673713,0
0.470234075,0.396986731,0.757807427,0.752197479,0
0.632168288,0.401223743,0.411159781,0.671610836,0
0.575585972,0.57609679,0.35995877,0.740555523,0
0.488685517,0.534082713,0.731774651,0.796858668,0
0.629701137,0.445664438,0.078461779,0.677306335,1
0.543523246,0.413453175,0.628544198,0.755489285,0
0.569102175,0.584158347,0.420979007,0.754710518,0
0.386188243,0.684535794,0.804139231,0.72513094,0
0.641174945,0.571131091,0.372823924,0.725905793,0
0.577197884,0.540995601,0.497968239,0.625355104,0
0.748915479,0.437940234,0.396272332,0.735427777,0
0.809060113,0.397484712,0.345558977,0.704380806,0
0.608048052,0.580256085,0.27048888,0.79162166,0
0.740195386,0.642235095,0.172659012,0.822646491,0
0.729002281,0.572878557,0.230561623,0.775145738,0
0.595751785,0.559224104,0.457610594,0.765758092,0
0.331206743,0.337744244,0.921065143,0.760579178,0
0.548524536,0.433455039,0.076876988,0.907745225,1
0.534476946,0.418667893,0.674926737,0.764056942,0
0.60071236,0.605267256,0.63600148,0.735314347,0
0.682299279,0.631133717,0.390575936,0.665371842,0
0.475577868,0.581730362,0.804247801,0.752649129,0
0.388981242,0.422606656,0.834329108,0.714556629,0
0.631387171,0.741256169,0.447534273,0.701667931,0
0.582377483,0.547873147,0.551469604,0.772331279,0
0.7893229,0.583663256,0.45222585,0.721328863,0
0.544882668,0.422077734,0.656107593,0.756931866,0
0.427528692,0.549303671,0.721866993,0.675897666,0
0.336621645,0.460089019,0.908649968,0.653602022,0
0.469963502,0.39687396,0.735719535,0.747020644,0
0.652307982,0.640470559,0.13707083,0.788591557,0
0.445732845,0.245424681,0.965184454,0.731311304,0
0.650979659,0.552158399,0.607361205,0.696178497,0
