Speed_S,Speed_F,Relative_Direction,Distance,Collision
0.307878359,1,0.668686154,0.298008742,0
0.72857156,0.999076744,0.390726286,0.530869698,0
0.463296754,0.999076744,0.476111123,0.564307137,0
0.461981895,0.997230397,0.475717455,0.66011736,0
0.771942113,0.995691942,0.462457628,0.075394454,0
0.462639325,0.953894639,0.523116923,0.223517348,0
0.865699461,0.940428626,0.490295989,0.210192907,0
0.307878359,0.939464195,0.568174341,0.262767414,0
0.421879668,0.938499764,0.443269588,0.356134063,0
0.51799273,0.936570902,0.678274489,0.645512926,0
0.462639325,0.935606471,0.568174341,0.478218373,0
0.153774822,0.933677609,0.568174341,0.70966433,0
0.307878359,0.933677609,0.568174341,0.724465222,0
0.386135414,0.906233446,0.622336156,0.407252615,0
0.462639325,0.89934249,0.467152219,0.688712466,0
0.616852433,0.893416248,0.364289142,0.67335977,0
0.462639325,0.888402871,0.377971614,0.614406099,0
0.42816281,0.832409051,0.338092152,0.523064193,0
0.308426216,0.830952809,0.368491637,0.507136244,0
0.461981895,0.800912772,0.354619452,0.674716383,0
0.724982701,0.785806146,0.383362075,0.347332342,0
0.308974074,0.776139935,0.357916956,0.463045752,0
0.386135414,0.768678138,0.356399896,0.578038112,0
0.307878359,0.761721283,0.354861725,0.669379318,0
0.307878359,0.760334452,0.354522395,0.681905444,0
0.076723054,0.75503245,0.312787909,0.742735417,0
0.463296754,0.71267513,0.568174341,0.385181684,0
0.462639325,0.712273284,0.568174341,0.334804102,0
0.339691855,0.712273284,0.504679855,0.340368439,0
0.311165505,0.703168775,0.459366629,0.922863174,0
0.420336364,0.702184248,0.552028822,0.310618703,0
0.465269042,0.699279656,0.449113736,0.875504045,0
0.616852433,0.688520819,0.421584245,0.711503451,0
0.616852433,0.680462548,0.447985311,0.629713999,0
0.616852433,0.676287925,0.466554058,0.591699365,0
0.166341591,0.645063004,0.528580577,0.926565778,0
0.185288058,0.642097284,0.6579618,0.903678343,0
0.129265648,0.63942938,0.689968759,0.882660764,0
0.168072281,0.637058906,0.527736457,0.864158673,0
0.308974074,0.634433029,0.733339632,0.433754776,0
0.154651394,0.630544992,0.444920309,0.793506481,0
0.518388958,0.619015569,0.588735153,0.629303293,0
0.573393403,0.616244983,0.465009971,0.790520182,0
0.549002713,0.61193224,0.564589169,0.238654568,0
0.87838162,0.587800982,0.426020169,0.203544272,0
0.616852433,0.583985605,0.462982909,0.163237023,0
0.462639325,0.582812227,0.462934264,0.147433524,0
0.53764814,0.579892773,0.681708271,0.65802269,0
0.394223708,0.577535464,0.556706672,0.948556732,0
0.311165505,0.576949507,0.449469811,0.929375978,0
0.463954183,0.576949507,0.73558275,0.813609818,0
0.309521932,0.57636362,0.701525041,0.826078876,0
0.616852433,0.57636362,0.448567819,0.70500665,0
0.464611612,0.57636362,0.461740832,0.362093112,0
0.82428911,0.575777803,0.382022424,0.025533036,1
0.576901525,0.575777803,0.346310537,0.863805827,0
0.464611612,0.575777803,0.461591326,0.384389904,0
0.464611612,0.575777803,0.461566368,0.391708014,0
0.679084737,0.575777803,0.370419296,0.032960515,1
0.969188656,0.575192057,0.390733931,0.056848154,0
0.525427918,0.575192057,0.352255048,0.428459001,0
0.387828796,0.575192057,0.33007401,0.435755533,0
0.719038853,0.575192057,0.389206016,0.19240382,0
0.616852433,0.575192057,0.448269391,0.665742571,0
0.308974074,0.575192057,0.676713554,0.180895693,1
0.579375341,0.575192057,0.524466711,0.54668085,0
0.463296754,0.574606382,0.460786895,0.57061907,0
0.386875644,0.574606382,0.329734918,0.455626734,0
0.411189296,0.574606382,0.543883053,0.232959517,0
0.463296754,0.574606382,0.699951658,0.427460765,0
0.820146146,0.574606382,0.360730789,0.101358238,0
0.505657538,0.574606382,0.330971196,0.177203297,0
0.771942113,0.574606382,0.462334725,0.092093845,0
0.462639325,0.574606382,0.448143297,0.650600953,0
0.462639325,0.574606382,0.448111732,0.644552232,0
0.387066247,0.574606382,0.329797788,0.450199675,0
0.616852433,0.574606382,0.442721101,0.17158353,0
0.385532771,0.574020778,0.478529116,0.512862907,0
0.523146472,0.574020778,0.351652138,0.470325819,0
0.616852433,0.574020778,0.462885574,0.132600705,0
0.822838892,0.574020778,0.381872917,0.040387418,0
0.616852433,0.574020778,0.447953664,0.622294882,0
0.617619434,0.574020778,0.460660116,0.585274414,0
0.382590736,0.573435245,0.328197143,0.606871053,0
0.462639325,0.573435245,0.463958488,0.499719784,0
0.462639325,0.573435245,0.463934615,0.492151218,0
0.462639325,0.573435245,0.466667455,0.606989635,0
0.462639325,0.573435245,0.466644796,0.599113139,0
0.519776037,0.573435245,0.350671844,0.600107055,0
0.307878359,0.573435245,0.475736277,0.654776259,0
0.462639325,0.572849782,0.464291572,0.621889514,0
0.616852433,0.572849782,0.466531349,0.584285591,0
0.023817084,0.572264392,0.557139238,0.931192499,0
0.166651522,0.571679072,0.547866613,0.914497856,0
0.307878359,0.571679072,0.438137831,0.73718187,0
0.094414308,0.571679072,0.560068098,0.922218599,0
0.307878359,0.571679072,0.459803001,0.731868309,0
0.18560139,0.571093824,0.638335251,0.891630166,0
0.231812734,0.570508648,0.437562613,0.808301035,0
0.520647176,0.570508648,0.547567886,0.763767666,0
0.451638367,0.570508648,0.557659338,0.766830752,0
0.318545004,0.569923543,0.317738854,0.780308632,0
0.154432251,0.569923543,0.464752013,0.851219136,0
0.31095206,0.569923543,0.613482563,0.857963587,0
0.592163199,0.569923543,0.343864929,0.786093406,0
0.819835488,0.568461097,0.360674093,0.10664198,0
0.230333519,0.559962052,0.341051875,0.956895952,0
0.462639325,0.558896189,0.511247014,0.514348025,0
0.463296754,0.555124555,0.515887269,0.378686339,0
0.541882524,0.551530224,0.461715943,0.369525375,0
0.410804777,0.549468375,0.486302045,0.246073494,0
0.541882524,0.548617482,0.461541399,0.400066909,0
0.524435842,0.544542869,0.352074074,0.443179817,0
0.52294814,0.540472065,0.351600649,0.477323712,0
0.540458094,0.535534136,0.476195048,0.555957358,0
0.463296754,0.531181934,0.460634725,0.59454679,0
0.656930774,0.528481765,0.473867516,0.539433396,0
0.575999216,0.523845564,0.225976494,0.183062756,0
0.461981895,0.521333921,0.460047433,0.689308511,0
0.28326877,0.517104344,0.271855143,0.937074564,0
0.384930127,0.514396889,0.459635127,0.753590073,0
0.725187737,0.513372347,0.479992361,0.354767274,0
0.463296754,0.509293017,0.622329663,0.400757618,0
0.490868878,0.508979483,0.405944379,0.370335558,0
0.308974074,0.508979483,0.622368647,0.422096064,0
0.560483727,0.508979483,0.411179787,0.36272228,0
0.000328715,0.508337076,0.437506681,0.81913932,0
0.462639325,0.507098394,0.622551315,0.493040378,0
0.308974074,0.505742946,0.676739427,0.187389345,1
0.531682997,0.499636593,0.62306794,0.9609188,0
0.311165505,0.497767231,0.449523812,0.943903311,0
0.714839759,0.488618619,0.479118412,0.769305467,0
0.539745879,0.488618619,0.568174341,0.754214852,0
0.616852433,0.488618619,0.568174341,0.738428588,0
0.539745879,0.488618619,0.568174341,0.731931776,0
0.642873967,0.488618619,0.472491977,0.761644307,0
0.578606302,0.487975665,0.465614653,0.902771513,0
