0,3.378178034,#DIV/0!,12.41556244,0
0,2.941264421,#DIV/0!,12.42861591,0
0,4.268330152,#DIV/0!,12.4112559,0
0,2.939470047,#DIV/0!,12.42537133,0
0,3.416791794,#DIV/0!,12.4141969,0
0,2.937675768,#DIV/0!,12.42953531,0
0,3.411889486,#DIV/0!,12.41472469,0
0,2.935881584,#DIV/0!,12.43111361,0
233.7930418,3.406989367,42.2139867,12.41747996,0
233.6103322,3.842875465,34.52460328,12.43491331,0
234.9989692,2.934087495,34.71666203,11.48953407,0
3.333791567,2.813980447,80.22600658,11.37371134,0
4.193394494,2.813980447,73.23785578,11.2881919,0
3.347638851,3.751973929,75.17741469,11.21338108,0
2.088431426,2.813980447,77.14337265,11.12984536,0
2.107570892,2.813980447,69.3675862,11.02262319,0
2.107606041,3.282977188,69.35656539,10.95596231,0
2.95567386,3.282977188,68.27014171,10.88307147,0
3.347975858,3.751973929,75.07823079,10.78775153,0
4.177121533,3.751973929,77.07162681,10.70742918,0
4.177262266,3.282977188,77.03278168,10.594042,0
1.674063191,3.282977188,75.03417838,10.4744112,0
4.592213726,3.751973929,77.75010157,10.39421519,0
3.741775119,3.751973929,94.8181745,10.31968374,0
4.991095334,3.751973929,96.0127678,10.16693724,0
2.134081787,3.751973929,117.3409964,10.04452132,0
2.137053421,3.751973929,62.05076063,9.928619649,0
3.426043537,3.751973929,61.22174896,9.80890069,0
4.628967188,3.751973929,70.50489809,9.76166037,0
5.401134146,3.751973929,88.61313242,9.648333401,0
4.157369972,3.751973929,85.3072047,9.49911659,0
2.91014541,3.751973929,85.32282992,9.385756519,0
3.325880469,3.751973929,85.32282992,9.302034777,0
4.991260883,3.751973929,96.09832085,9.171628726,0
5.82029082,3.751973929,85.32282992,9.051976914,0
5.82029082,3.751973929,85.32282992,8.910729138,0
5.478348265,4.689967411,69.52960965,8.80022706,0
4.609402191,3.751973929,73.87066624,8.680648433,0
4.17801647,3.751973929,76.82680735,8.576250733,0
4.157408939,4.689967411,85.27595636,8.456734633,0
4.157408939,3.751973929,85.27595636,8.332468318,0
4.593081216,4.689967411,77.52087506,8.206354754,0
4.996437102,3.751973929,81.670271,8.08682707,0
4.99645094,3.751973929,81.66513773,7.95457158,0
4.573171371,4.22097067,85.26033325,7.835081792,0
4.593353053,4.22097067,77.45000582,7.715608612,0
3.742019574,3.751973929,95.02636556,7.590401025,0
5.008411562,4.689967411,78.06699123,7.481148531,0
4.156623697,3.901340644,99.34192437,7.329814726,0
5.423446842,4.759931068,83.5450681,7.218559088,0
4.986430491,4.299220548,97.70865968,7.073043059,0
5.838834473,4.218164749,79.04219058,6.92384204,0
5.423694147,4.686849721,78.56336289,6.786581322,0
5.008651204,3.749479776,78.00677404,6.677747512,0
5.008811649,4.686849721,77.96664417,6.534653137,0
5.008851846,4.686849721,77.95661358,6.415424273,0
