Speed_S,Speed_F,Distance,Relative_Direction,Collision
0.424912169,0.673401781,0.61582607,0.970902017,0
0.695716473,0.650495873,0.305401686,0.957671268,0
0.716665559,0.792231623,0.371863534,0.96487474,0
0.826027986,0.778296846,0.265164708,0.9853478,0
0.602467887,0.382195795,0.46887582,0.975798662,0
0.420146077,0.654014155,0.219447442,0.969356609,0
0.197770771,0.562454265,0.866377165,0.981142369,0
0.619296834,0.661682218,0.650792166,0.965810798,0
0.671232316,0.636979976,0.706292233,0.958845749,0
0.187698789,0.379511402,0.443355317,0.979700433,0
0.546745819,0.509756926,0.610075242,0.967683294,0
0.599942016,0.667026977,0.594434683,0.967232046,0
0.308439007,0.68510188,0.760407914,0.961139548,0
0.546593783,0.639650412,0.233192511,0.965228621,0
0.074764676,0.638966424,0.468161874,0.986738219,0
0.789220931,0.747782201,0.450808667,0.97371905,0
0.791763789,0.419073435,0.609829744,0.983210913,0
0.837507325,0.916596747,0.546455302,0.959940143,0
0.428733337,0.555986502,0.663481407,0.980430107,0
0.542945165,0.7904478,0.542432668,0.984506542,0
0.189190412,0.646319292,0.391696327,0.979618432,0
0.541121025,0.638282437,0.378193433,0.965391281,0
0.308250984,0.56411085,0.835239778,0.986240424,0
0.65132891,0.413655448,0.342269061,0.979325212,0
0.303438307,0.561249996,0.818517208,0.965604795,0
0.825834163,0.750293298,0.283446087,0.985265253,0
0.539672241,0.545519474,0.247897906,0.970919499,0
0.165000231,0.415625272,0.875477989,0.986582463,0
0.46904536,0.900951742,0.653316605,0.969295339,0
0.305616008,0.424001501,0.855641774,0.985911252,0
0.371776723,0.902115457,0.669584195,0.989386533,0
0.599021642,0.408240544,0.645901693,0.958646859,0
0.641312134,0.675104706,0.584533073,0.988797509,0
0.06923521,0.657434093,0.526809147,0.987131006,0
0.705012302,0.794950523,0.410868774,0.972505823,0
0.772638615,0.411193742,0.545864722,0.979675807,0
0.550394905,0.782239574,0.349080994,0.967895005,0
0.773190256,0.411193742,0.634245931,0.99127033,0
0.65132891,0.631976344,0.61311491,0.973352822,0
0.194188677,0.565316156,0.860834039,0.969189563,0
0.390064197,0.408732679,0.834066785,0.962834555,0
0.551611367,0.557940524,0.653911282,0.974857582,0
0.093000134,0.344628027,0.930587262,0.98547835,0
0.350824208,0.7923434,0.587853645,0.972401937,0
0.437778052,0.380024393,0.307907609,0.9687307,0
0.600650076,0.638981774,0.59747354,0.963136299,0
0.712644179,0.916596747,0.296589977,0.966466809,0
0.270758012,0.808159951,0.79795266,0.975449189,0
0.42621512,0.885747483,0.588967414,0.993252957,0
0.878063129,0.407256352,0.718982341,0.981291723,0
0.297048619,0.903861774,0.689927327,0.986073493,0
0.301723654,0.523258022,0.69786222,0.973524334,0
0.66246104,0.376800118,0.626744152,0.975916144,0
0.87568001,0.676383384,0.410588339,0.98815721,0
0.184865213,0.647174277,0.639693597,0.979856901,0
0.363288132,0.654014155,0.203979513,0.971503828,0
0.793256207,0.39594574,0.621048926,0.983051952,0
0.591763916,0.422029977,0.598454648,0.973343149,0
0.196054222,0.565316156,0.923651021,0.980706705,0
0.454605805,0.376946448,0.608661044,0.992192478,0
0.184641538,0.385667292,0.65409843,0.97986929,0
0.802352912,0.376309777,0.943941427,0.981144964,0
