Speed_S,Speed_F,Distance,Relative_deirection,Collision
0.976337897,0.542321551,0.093971307,0.393857995,1
0.412724288,0.293554253,0.094033548,0.793844029,1
0.991643169,0.554287707,0.094404618,0.186694369,1
0.4084319,0.813304504,0.094737193,0.191909534,0
0.686166149,0.957701895,0.095893253,0.338270895,1
0.770493675,0.996005538,0.095934753,0.13560406,1
0.82415235,0.6807648,0.096357757,0.95067186,1
0.550631941,0.659059589,0.096768626,0.118729914,0
0.978245053,0.544162198,0.09689791,0.233487661,0
0.905020557,0.957179227,0.096983085,0.261187324,0
0.92286349,0.145410396,0.097373252,0.789982084,1
0.656241283,0.512174352,0.097711393,0.252729749,0
0.36074305,0.843076953,0.097991175,0.215199145,0
0.88030343,0.997203699,0.098182308,0.199724001,0
0.659655241,0.996914564,0.098598743,0.231946325,0
0.424854438,0.549224541,0.099009303,0.889378252,1
0.327216834,0.957400924,0.099073658,0.150249518,0
0.451160207,0.6882357,0.099097022,0.23422919,1
0.44320843,0.957339216,0.099101653,0.269757845,0
0.574587571,0.541401269,0.099151433,0.835395664,1
0.570747298,0.957235758,0.099237384,0.241021911,0
0.561225432,0.508749554,0.099531828,0.839011525,1
0.768014273,0.197184607,0.09981635,0.037726195,0
0.446342954,0.64322197,0.099828055,0.295448181,0
0.882660732,0.299416206,0.099970662,0.816026814,1
0.978177614,0.952034954,0.100618128,0.261842144,1
0.882893842,0.974106535,0.100884509,0.36649249,1
0.651125264,0.800632471,0.101119988,0.193860212,0
0.81983832,0.508406167,0.101897678,0.362715027,0
0.978894883,0.331500756,0.101985263,0.192940637,1
0.9760102,0.718004853,0.102275953,0.392062559,0
0.562453897,0.685792067,0.10230648,0.235997446,0
0.772645146,0.334797917,0.102676223,0.906771692,1
0.978200064,0.556129061,0.102804705,0.238216848,0
0.977741997,0.553597228,0.103003434,0.235652314,0
0.273962904,0.512214566,0.103589638,0.770320226,0
0.650149682,0.971789418,0.103681025,0.231529812,0
0.4084319,0.660109998,0.103884796,0.217401529,0
0.550938948,0.741303185,0.103964332,0.144723121,0
0.771607602,0.531969981,0.104586512,0.879655206,1
0.970143698,0.97424908,0.104917651,0.377332327,1
0.748532995,0.546002954,0.10530455,0.057319497,0
0.544265688,0.267978493,0.10538669,0.825084008,0
0.889077757,0.995815436,0.105756002,0.137097924,1
0.326608656,0.844993863,0.10590411,0.145626988,0
0.905407547,0.957179227,0.105914234,0.287127133,0
0.557310022,0.48454145,0.106144662,0.968985842,1
0.301469655,0.800667666,0.106545243,0.274302257,0
0.644712301,0.673179545,0.106809628,0.984406534,0
0.399356288,0.676212867,0.107618612,0.845268404,1
0.651125264,0.800632471,0.107820328,0.140549002,0
0.687861286,0.212797444,0.108083789,0.833212798,1
0.940151715,0.957369835,0.108182271,0.251611167,0
0.664515285,0.954254903,0.108197589,0.256149711,1
0.445578398,0.800338813,0.108208474,0.241507347,0
0.415572249,0.957339216,0.108485807,0.221802,0
0.291249786,0.800073952,0.108593622,0.251387503,0
0.439309958,0.292342693,0.108657498,0.771626533,1
0.656241283,0.512174352,0.108729902,0.252729749,0
0.767207305,0.647871113,0.108871961,0.850240638,1
0.731302031,0.534960072,0.109281331,0.94175472,1
0.689556495,0.997590758,0.110244,0.187813187,0
0.643974781,0.545082562,0.110252938,0.876117201,1
0.720873251,0.814223949,0.110741294,0.268827531,0
0.664094396,0.508406167,0.111286223,0.373760328,0
0.767449883,0.550145056,0.111370249,0.03823282,0
0.528757085,0.643954091,0.111430679,0.186700951,0
0.97078807,0.556129061,0.111543237,0.292831446,0
0.978532681,0.374850766,0.111895426,0.146218505,1
0.210533136,0.957385321,0.111936794,0.197493664,0
0.423765492,0.96941513,0.112258604,0.174656202,1
0.445501944,0.643250236,0.112376389,0.302417894,0
0.655512206,0.537720418,0.112536475,0.848590846,1
0.977727428,0.702621675,0.113048812,0.19850026,0
0.969877507,0.537720418,0.113095028,0.337729645,1
0.90300825,0.801214244,0.113207353,0.334567853,1
0.551706477,0.532403245,0.113329481,0.224386992,0
0.769593976,0.957179227,0.113530221,0.136273628,0
0.766894903,0.650031283,0.11353323,0.985318387,1
0.665998332,0.242713881,0.113734616,0.796694986,1
0.574894812,0.193792911,0.113975618,0.835416917,1
0.574280332,0.193792911,0.114044924,0.910056919,1
0.656485503,0.509348214,0.114132781,0.843891979,1
0.991834263,0.554287707,0.114376882,0.103457731,0
0.978185094,0.716386596,0.114447581,0.232436777,0
0.55202297,0.690629465,0.115101637,0.220303249,0
0.421307445,0.800667666,0.115180339,0.21448964,0
0.298742535,0.95763172,0.115414971,0.27835162,1
0.655464508,0.147529999,0.115424901,0.282818841,1
0.539578554,0.841148895,0.115470312,0.071641875,0
0.993540845,0.151769206,0.115475959,0.142754452,0
0.452613217,0.800416215,0.115511066,0.240114103,1
0.54667258,0.86834029,0.115512546,0.924195603,1
0.970891312,0.38205169,0.115798277,0.293473137,1
0.886846832,0.813438325,0.115932837,0.214909501,0
0.417383554,0.512036481,0.115938112,0.815658199,0
0.411889277,0.957385321,0.116130444,0.251387503,0
0.535516515,0.970227383,0.116160004,0.220023068,0
0.65673238,0.871872963,0.116455518,0.317086219,0
0.970926668,0.374850766,0.116460346,0.196206289,1
0.918876361,0.18565642,0.116660978,0.894947307,1
0.656479965,0.951591004,0.117645533,0.318672122,1
0.525752553,0.504637984,0.11783989,0.944633641,1
0.813435247,0.647871113,0.118312347,0.328699738,0
0.978177614,0.544162198,0.11860503,0.233793706,0
0.544382869,0.191758312,0.11910093,0.883390786,1
0.445807762,0.642934841,0.119191013,0.30240751,0
0.343679799,0.19786305,0.119207193,0.384040726,0
0.528757085,0.329144762,0.119222453,0.171703486,0
0.714786716,0.548764294,0.119394099,0.954020838,1
0.612995097,0.957221449,0.119600126,0.261194646,0
0.544421929,0.198541528,0.120111833,0.855989478,0
0.424311733,0.969360006,0.120156333,0.19969241,1
0.325696426,0.956936421,0.12044132,0.202804019,0
0.970657006,0.554287707,0.120494068,0.206720677,0
0.656626299,0.68778445,0.120695197,0.246471605,0
0.553548625,0.994101234,0.120851053,0.192063249,0
0.978170137,0.509348214,0.120865056,0.19634437,0
0.76939839,0.995531114,0.121134057,0.136407464,0
0.978170137,0.378622374,0.12148183,0.240237124,0
0.68277609,0.844464739,0.122156034,0.10370595,0
0.606829678,0.821511925,0.122233799,0.97978655,1
0.436176355,0.643598423,0.122782231,0.297809398,0
0.179306196,0.976356044,0.122941077,0.275578242,1
0.439080657,0.198541528,0.123002595,0.818579432,1
0.551731582,0.800132494,0.123005138,0.255289428,0
0.978801728,0.511232306,0.123040733,0.193369911,0
0.812196106,0.14611693,0.12326618,0.889779022,1
0.557002952,0.520297465,0.123367904,0.972803868,1
0.656376651,0.539560788,0.123676194,0.294710645,1
0.969870599,0.537720418,0.123868703,0.337533657,1
0.973304595,0.732571856,0.123887736,0.260669228,0
0.447031075,0.643073503,0.123893723,0.236253619,0
0.883872298,0.818578619,0.124130996,0.375395501,1
0.664820219,0.203065594,0.124142061,0.136145979,1
0.22346525,0.633196921,0.12440129,0.836318296,1
0.789484922,0.802887317,0.124558675,0.261342047,0
0.399356288,0.549684795,0.124570262,0.884077893,1
0.5709009,0.691315921,0.124681714,0.230971945,0
0.649593018,0.166465886,0.124787946,0.968598631,1
0.617448871,0.356506924,0.124856315,0.78170177,0
0.411889277,0.800563622,0.124945213,0.194915257,0
0.97078807,0.642688992,0.125093284,0.323222243,1
0.549096957,0.54784382,0.125870884,0.92048939,0
0.90116304,0.885129955,0.126241711,0.95450378,1
0.526871243,0.970170587,0.126265465,0.225811339,0
0.970891312,0.558546,0.126411555,0.293463298,1
0.821296758,0.897888659,0.126488999,0.226545078,0
0.4084319,0.693344584,0.126818882,0.157082392,0
0.656241283,0.152475741,0.127678117,0.252729749,0
0.781642469,0.907169428,0.127794818,0.869601827,1
0.691174715,0.997300298,0.128239839,0.238332444,0
0.418186206,0.48606496,0.128294521,0.245464564,0
0.544109447,0.186108314,0.128808995,0.890105759,1
0.976205846,0.342216529,0.129313823,0.35559359,0
0.667440612,0.378850979,0.129543497,0.801078667,1
0.655204251,0.805724921,0.129825796,0.811611213,1
0.343675013,0.546923373,0.129835968,0.379611114,0
0.82172388,0.68778445,0.129985857,0.189671328,0
0.703834745,0.86834029,0.130119545,0.075442393,0
0.813430931,0.649599204,0.130165484,0.384019878,0
0.682467917,0.844253922,0.13045945,0.104043291,0
0.29808025,0.957649087,0.130474076,0.223486255,1
0.436482054,0.643130745,0.130554877,0.297798864,0
0.683321772,0.322758689,0.130648126,0.749613205,1
0.559689918,0.150356137,0.130699529,0.883664945,1
0.978786247,0.151769206,0.13070412,0.193441476,0
0.792728736,0.200577169,0.131024532,0.839134682,1
0.741961275,0.957938132,0.131094366,0.287532102,1
0.761706934,0.99534212,0.131128391,0.178374089,0
0.301918962,0.327241353,0.131342299,0.868636073,0
0.894234544,0.170301625,0.131548304,0.930993031,1
0.411889277,0.64376055,0.13167914,0.189475764,0
0.656581369,0.155301879,0.131810314,0.247141399,1
0.656376651,0.365253366,0.13254358,0.294700148,1
0.425638332,0.643121006,0.132955162,0.275606653,0
0.492797658,0.840037338,0.133102289,0.209699586,0
0.983338949,0.356688033,0.133140774,0.342871528,1
0.656451875,0.779065848,0.133375798,0.352644074,1
0.411866015,0.162405832,0.133430288,0.844261875,1
0.4084319,0.642880573,0.133815585,0.187127279,0
0.969725507,0.534500038,0.133861747,0.314441614,0
0.450242562,0.846248997,0.133932895,0.182342867,0
0.424854438,0.89556869,0.134127714,0.89165272,1
0.789871079,0.83869298,0.134135934,0.23363506,0
0.977654774,0.910650083,0.134152417,0.233394276,0
0.545106361,0.191758312,0.134611803,0.838689786,1
0.65725425,0.97165486,0.134651642,0.194587247,0
0.973853482,0.966248271,0.135363133,0.292982367,1
0.774405459,0.199220041,0.13540879,0.9546503,1
0.457584685,0.189724029,0.135443398,0.831672875,1
0.354934819,0.871872963,0.135500335,0.409224105,0
0.535828975,0.957324084,0.135522542,0.246253176,0
0.441297335,0.800563622,0.135629141,0.150467746,0
0.447183993,0.643250236,0.13595507,0.240072882,0
0.680852093,0.196732331,0.136218638,0.175323887,1
0.90436268,0.643637883,0.136510812,0.339966894,1
0.535357531,0.355069299,0.136862158,0.83039592,0
0.348304614,0.204196848,0.137452153,0.422592208,0
0.988821764,0.544162198,0.13761732,0.443214172,1
0.984847825,0.508406167,0.137745476,0.169249629,0
0.163538388,0.640530735,0.137905533,0.836415069,1
0.556695885,0.686620691,0.137968754,0.968847919,1
0.658393956,0.800083529,0.138161144,0.122992518,0
0.291249786,0.687680964,0.138327666,0.18956128,0
0.940151715,0.996722361,0.138679699,0.200228323,0
0.398924116,0.583992387,0.139140488,0.884086496,1
0.326988765,0.957649087,0.139246112,0.172395802,1
0.45054844,0.800650005,0.139420972,0.236783363,0
0.498402846,0.515942536,0.139495861,0.282582294,1
0.66443147,0.509348214,0.139495957,0.186530478,0
0.97078807,0.545082562,0.139710374,0.284993149,0
0.5729746,0.957207257,0.139896833,0.241680606,0
0.407847844,0.643130745,0.139925678,0.213104515,0
0.351756795,0.511232306,0.140058788,0.167999753,0
0.419785828,0.957151668,0.140365704,0.224869021,0
0.8889212,0.957151668,0.140609989,0.219877971,0
0.426223602,0.79998216,0.140672021,0.218667852,0
0.676536058,0.197184607,0.140762832,0.838721914,0
0.499797077,0.537720418,0.140964942,0.367310384,1
0.99209834,0.523478904,0.141499717,0.146704062,0
0.776322263,0.51971072,0.14154828,0.906809854,1
0.970279474,0.816376048,0.141886138,0.379248394,0
0.686243199,0.1680195,0.141899887,0.886982725,1
0.973471609,0.372793809,0.141909848,0.267933389,1
0.970771275,0.959584117,0.142206547,0.314449399,1
0.298742535,0.659866107,0.142322964,0.211481576,0
0.548789969,0.580767319,0.142629155,0.9204731,0
0.413855659,0.800563622,0.14265757,0.172599443,0
0.990949125,0.507464122,0.143331873,0.412066628,1
0.544265688,0.193114676,0.143384842,0.895445632,1
0.30169122,0.517029088,0.143678711,0.834541656,0
0.790797868,0.800323718,0.143871485,0.233890331,0
0.447489832,0.654030081,0.143961877,0.240148643,0
0.526871243,0.957324084,0.144072221,0.200156262,0
0.977640282,0.655001786,0.144290829,0.272576298,0
0.677897927,0.514058444,0.144502518,0.135062958,0
0.689402382,0.526910506,0.145102532,0.920362601,1
0.443514219,0.957649087,0.145297589,0.150466237,1
0.709672051,0.509348214,0.145300078,0.846917442,1
0.576431066,0.542321551,0.145506651,0.839889854,1
0.529700006,0.997251984,0.145872513,0.104868272,0
0.291249786,0.643211516,0.145910716,0.251611167,0
0.978570874,0.508406167,0.146274367,0.19444395,0
0.659819976,0.545082562,0.146311335,0.258775952,0
0.978080664,0.557049778,0.146436121,0.156501967,0
0.537893936,0.711763337,0.14651881,0.843856541,1
0.668017592,0.378850979,0.146624713,0.799091036,1
0.656700983,0.546002954,0.146683503,0.275997049,0
0.810650799,0.554057546,0.146702067,0.84940895,0
0.978448941,0.382851943,0.146711165,0.240833594,1
0.526963241,0.643598423,0.147059381,0.211308514,0
0.351074375,0.86834029,0.147290274,0.171598901,0
0.398924116,0.969664613,0.147364079,0.152168821,0
0.884850759,0.818387804,0.147478095,0.374893808,0
0.900299483,0.323257853,0.147700789,0.956896554,1
0.547390542,0.957207257,0.147774045,0.22173105,0
0.656581369,0.155301879,0.147906418,0.247141399,0
0.793114918,0.247705869,0.148671824,0.841608263,1
0.30333974,0.689608501,0.14881537,0.211559113,0
0.88030343,0.957354467,0.148927312,0.251834849,0
0.446342954,0.659796731,0.14930875,0.231422525,0
0.454601684,0.643581115,0.14942122,0.234969983,0
0.448713229,0.996100755,0.149582018,0.197166541,0
0.778356442,0.507464122,0.149919797,0.906830894,1
0.970681007,0.506522076,0.150376443,0.250381235,1
0.695104948,0.191080182,0.150464334,0.906857788,1
0.978088102,0.980252396,0.150544467,0.265725582,0
0.522156639,0.538640589,0.151122639,0.883328436,1
0.881482081,0.969072502,0.151126618,0.203657006,0
0.792728736,0.957904576,0.151311423,0.332305345,1
0.103611526,0.315231922,0.15143504,0.836455753,1
0.535357531,0.548764294,0.151635858,0.880500132,0
0.997512184,0.980252396,0.15175024,0.503641564,0
0.888021001,0.685102131,0.151876618,0.829401864,1
0.404974524,0.840869648,0.151892667,0.194856612,0
0.658502469,0.157421482,0.1519088,0.844011326,1
0.856160609,0.819672184,0.152301263,0.166114653,0
0.526871243,0.970057341,0.152626898,0.200228323,0
0.9095872,0.800323718,0.152651394,0.231637798,0
0.664914392,0.511232306,0.153059108,0.184104888,1
0.343195402,0.191080182,0.153077474,0.378392851,1
0.419044537,0.812615982,0.153105302,0.223922022,0
0.54667258,0.89556869,0.153170847,0.889332786,1
0.774209869,0.365143256,0.153173428,1,1
0.703891955,0.961805178,0.15328632,0.142768658,0
0.570670497,0.64818404,0.153361938,0.351676964,0
0.682674123,0.328203595,0.153519632,0.440466741,1
0.529700006,0.84375514,0.153593254,0.093492043,0
0.46924287,0.96960897,0.153622861,0.198022019,0
0.178100877,0.971714591,0.153802175,0.167654119,0
0.411889277,0.643741971,0.153898024,0.251611167,0
0.457661177,0.625654359,0.153969579,0.897856559,0
0.659496137,0.557049778,0.15405269,0.173153895,0
0.978433757,0.679306036,0.154088897,0.195088956,1
0.672340335,0.546002954,0.154568582,0.368165197,0
0.555467648,0.326629763,0.15506919,0.968721411,1
0.970602035,0.911810346,0.15529344,0.285996922,0
0.971246193,0.504637984,0.155418508,0.243348405,0
0.417075341,0.996914564,0.155543152,0.20167061,0
0.664718018,0.374050814,0.155667205,0.229156459,0
0.28845834,0.550605323,0.155847509,0.939747867,0
0.664406401,0.509348214,0.155922143,0.18665833,0
0.664820219,0.508406167,0.156336945,0.18457245,0
0.455060584,0.957046138,0.156352296,0.197734142,0
0.351676503,0.370051514,0.156357718,0.212586004,0
0.52711946,0.687598034,0.156528611,0.152920528,0
0.451924939,0.800632471,0.156636931,0.294365199,0
0.56759862,0.532899364,0.157669771,0.883889852,1
0.5729746,0.539062755,0.157806965,0.224678071,0
0.983357291,0.557740333,0.15788411,0.211818828,0
0.656361177,0.51971072,0.158315733,0.905471601,1
0.540203495,0.957138065,0.158332716,0.223384054,0
0.578197847,0.915291265,0.158373135,0.849734246,1
0.676844184,0.358356043,0.158507666,0.793094656,0
0.273177137,0.204649376,0.158531731,0.876033748,0
0.446648783,0.48599915,0.158692076,0.224897477,0
0.970681007,0.327379304,0.158844815,0.250381235,0
0.914076782,0.322962329,0.159043777,0.798167484,1
0.367227038,0.372451002,0.159122763,0.154700862,0
1,0.800529966,0.159224922,0.196010604,0
0.432049804,0.902528865,0.159260439,0.916735655,0
0.821210187,0.722166362,0.159337525,0.229585115,0
0.288106716,0.97165486,0.159513677,0.194873906,0
0.404974524,0.957369835,0.159604781,0.251611167,0
0.905717141,0.800464196,0.159905208,0.390789904,0
0.530171466,0.193114676,0.160155502,0.875259902,1
0.768107525,0.969018101,0.160304974,0.186366537,0
0.658550325,0.843545931,0.160425738,0.11256815,0
0.970891312,0.20736486,0.160675404,0.295663345,0
0.539187967,0.643236033,0.160745319,0.247448983,0
0.571976135,0.5978176,0.161353064,0.84057389,1
0.970145616,0.372451002,0.161472955,0.347315245,1
0.849808545,0.499927753,0.161669624,0.872792279,1
0.526871243,0.970000892,0.161903208,0.226179331,0
0.421541542,0.643211516,0.161923821,0.273661082,0
0.664398052,0.87469308,0.161968007,0.221892008,0
0.866673261,0.324795594,0.162194383,0.738398568,1
0.977829685,0.552446462,0.162334877,0.153897188,0
0.52309956,0.333149337,0.162629987,0.924195603,0
0.659712569,0.508406167,0.162743919,0.215406097,0
0.793114918,0.973770976,0.162841655,0.332222414,1
0.653585694,0.150356137,0.162920908,0.905438186,1
0.74404443,0.958632485,0.163009129,0.287485564,0
0.519327877,0.540250955,0.163114498,0.883390842,0
0.896740178,0.139758119,0.163169848,0.855879207,0
0.988688286,0.545082562,0.163376145,0.445859001,0
0.582730469,0.539560788,0.163485117,0.919558841,1
0.811037121,0.51971072,0.163534766,0.889755236,0
0.792033614,0.838348016,0.163540822,0.234021395,0
0.439462828,0.996243787,0.163751761,0.196938664,0
0.673062017,0.328203595,0.163769457,0.411357211,1
0.664484296,0.553597228,0.163944131,0.331836048,0
0.780303883,0.971506034,0.164113553,0.294504649,0
0.66405342,0.511232306,0.164207561,0.373546812,1
0.527275679,0.486271796,0.164326247,0.204916369,0
0.828083725,0.549684795,0.164374902,0.205610919,0
0.240178719,0.17178444,0.164454569,0.169635468,1
0.417075341,0.957193183,0.16483472,0.25429647,0
0.475137274,0.193114676,0.165341076,0.952441486,1
0.695413218,0.186786183,0.165471482,0.906838654,1
0.605708976,0.956885137,0.165581378,0.236136121,1
0.664348041,0.688844252,0.166016831,0.186956723,0
0.455557735,0.329022784,0.166154363,0.258316982,0
0.763907082,0.501811846,0.166383199,0.924195603,1
0.970681007,0.327379304,0.166417628,0.250381235,0
0.419005522,0.659710204,0.166433568,0.209688813,0
0.877297255,0.337270788,0.166439043,0.855050881,1
0.659078834,0.552446462,0.166500278,0.800530242,1
