Speed_S	Speed_F	Distance	Relative_Direction	Collision
0.488771349	0.989586571	0.127260868	0.22675416	1
0.52563109	0.925081182	0.080870794	0.314928736	1
0.396380808	0.907063312	0.087590593	0.34560442	1
0.535141122	0.890126861	0.123557581	0.41323524	1
0.503876859	0.82531525	0.10647969	0.434324858	1
0.706200832	0.814120684	0.053245203	0.150591467	1
0.38132356	0.75589704	0.046260058	0.344323025	1
0.413337758	0.755362206	0.088914779	0.240200528	1
0.711091827	0.752927967	0.085110864	0.372599116	1
0.852602962	0.737075082	0.09265475	0.345819132	1
0.586656419	0.737058388	0.050612481	0.340521029	1
0.558518554	0.737058388	0.108126487	0.309718014	1
0.578148716	0.735101693	0.137164379	0.283023699	1
0.649308088	0.68641338	0.097961447	0.428822294	1
0.321152116	0.659802486	0.04898043	0.188193275	1
0.396466424	0.659478778	0.097986123	0.37327891	1
0.529510497	0.659370887	0.045942791	0.396066178	1
0.517649766	0.658400144	0.045924185	0.436111926	1
0.349917016	0.657753255	0.125572787	0.304851709	1
0.278479918	0.657322118	0.031246907	0.27205586	1
0.413337758	0.655921598	0.106716858	0.285164251	1
0.482227384	0.655275554	0.113391155	0.285051976	1
0.378892945	0.654737354	0.062634288	0.254180413	1
0.379044858	0.653553858	0.088328657	0.295446632	1
0.396894549	0.651726301	0.115271663	0.373027463	1
0.483536177	0.65043735	0.104692043	0.28506803	1
0.482227384	0.649471233	0.063654292	0.271639389	1
0.413501357	0.648183876	0.070960405	0.284858945	1
0.511671786	0.636959253	0.076720998	0.427255245	1
0.488063169	0.634297494	0.050573385	0.465568022	1
0.322424643	0.63355296	0.075533372	0.422882677	1
0.551117011	0.631852428	0.119034387	0.492731828	1
0.551117011	0.62901697	0.03049691	0.200884106	1
0.551117011	0.628713458	0.038349167	0.222744459	1
0.755025901	0.628107187	0.064974331	0.116150259	1
0.482227384	0.627653146	0.096955191	0.240017612	1
0.278479918	0.627199674	0.051500092	0.171302162	1
0.447782571	0.626822215	0.071668489	0.199426138	1
0.482227384	0.626520534	0.078093499	0.199223425	1
0.379044858	0.626445153	0.080039956	0.239368595	1
0.483536177	0.626369788	0.113698874	0.239487984	1
0.482227384	0.626219106	0.086237879	0.221396276	1
0.551117011	0.625917933	0.096112589	0.221221264	1
0.590814173	0.618607149	0.132371235	0.337836746	1
0.593281551	0.616416946	0.090099057	0.457247589	1
0.417100538	0.615832075	0.03373609	0.613440961	1
0.65534078	0.615099789	0.066183763	0.225322449	1
0.486153763	0.614185985	0.081634647	0.309638472	1
0.784934465	0.607341133	0.039620935	0.333044997	1
0.382041685	0.606714465	0.152790247	0.237941054	1
0.483976197	0.606657502	0.115339287	0.212858959	1
0.589197319	0.605860131	0.145143302	0.413590609	1
0.458773419	0.594794574	0.055801808	0.374662246	1
0.522437122	0.586174786	0.077199576	0.448540427	1
0.551117011	0.58591872	0.087607222	0.334543431	1
0.448123088	0.585798856	0.092058155	0.386955417	1
0.344588359	0.585678993	0.096714513	0.334512948	1
0.485822526	0.585439276	0.076939936	0.199237111	1
0.520131556	0.583282206	0.077415377	0.387193384	1
0.413337758	0.583282206	0.057253997	0.440273553	1
0.413337758	0.583282206	0.063898131	0.447850431	1
0.51806279	0.582922764	0.097414326	0.334807592	1
0.499215455	0.58256334	0.048028443	0.46587759	1
0.275558505	0.58256334	0.074240227	0.447978155	1
0.482227384	0.582203937	0.015290334	0.327641076	1
0.648226776	0.58148519	0.046569622	0.246628301	1
0.609266312	0.580047933	0.034812361	0.338076012	1
0.482227384	0.580047933	0.079241427	0.334556485	1
0.446380215	0.580047933	0.080332618	0.379866403	1
0.310003318	0.580047933	0.107958461	0.440654396	1
